Current state,Previous residence,Persons
PUDUCHERRY,Turkey,0
PUDUCHERRY,United Arab Emirates,534
PUDUCHERRY,Kazakstan,0
PUDUCHERRY,Vietnam,48
PUDUCHERRY,Countries in Europe,1196
PUDUCHERRY,France,699
PUDUCHERRY,Germany,13
PUDUCHERRY,Portugal,0
PUDUCHERRY,UK,77
PUDUCHERRY,Kenya,8
PUDUCHERRY,Mauritius,1
PUDUCHERRY,Nigeria,6
PUDUCHERRY,Uganda,0
PUDUCHERRY,Zambia,0
PUDUCHERRY,Canada,13
PUDUCHERRY,U.S.A.,136
PUDUCHERRY,Australia,16
PUDUCHERRY,Fiji,0
ANDAMAN & NICOBAR ISLANDS,Jammu & Kashmir,100
ANDAMAN & NICOBAR ISLANDS,Himachal Pradesh,55
ANDAMAN & NICOBAR ISLANDS,Punjab,429
ANDAMAN & NICOBAR ISLANDS,Chandigarh,53
ANDAMAN & NICOBAR ISLANDS,Uttarakhand,255
ANDAMAN & NICOBAR ISLANDS,Haryana,278
ANDAMAN & NICOBAR ISLANDS,NCT of Delhi,437
ANDAMAN & NICOBAR ISLANDS,Rajasthan,257
ANDAMAN & NICOBAR ISLANDS,Uttar Pradesh,3114
ANDAMAN & NICOBAR ISLANDS,Bihar,1779
ANDAMAN & NICOBAR ISLANDS,Sikkim,13
ANDAMAN & NICOBAR ISLANDS,Arunachal Pradesh,18
ANDAMAN & NICOBAR ISLANDS,Nagaland,24
ANDAMAN & NICOBAR ISLANDS,Manipur,20
ANDAMAN & NICOBAR ISLANDS,Mizoram,10
ANDAMAN & NICOBAR ISLANDS,Tripura,77
ANDAMAN & NICOBAR ISLANDS,Meghalaya,21
ANDAMAN & NICOBAR ISLANDS,Assam,459
ANDAMAN & NICOBAR ISLANDS,West Bengal,20998
ANDAMAN & NICOBAR ISLANDS,Jharkhand,7612
ANDAMAN & NICOBAR ISLANDS,Odisha,1244
ANDAMAN & NICOBAR ISLANDS,Chhattisgarh,2600
ANDAMAN & NICOBAR ISLANDS,Madhya Pradesh,648
ANDAMAN & NICOBAR ISLANDS,Gujarat,254
ANDAMAN & NICOBAR ISLANDS,Daman & Diu,11
ANDAMAN & NICOBAR ISLANDS,Dadra & Nagar Haveli,1
ANDAMAN & NICOBAR ISLANDS,Maharashtra,1052
ANDAMAN & NICOBAR ISLANDS,Andhra Pradesh,15681
ANDAMAN & NICOBAR ISLANDS,Karnataka,493
ANDAMAN & NICOBAR ISLANDS,Goa,212
ANDAMAN & NICOBAR ISLANDS,Lakshadweep,21
ANDAMAN & NICOBAR ISLANDS,Kerala,4829
ANDAMAN & NICOBAR ISLANDS,Tamil Nadu,18136
ANDAMAN & NICOBAR ISLANDS,Puducherry,76
ANDAMAN & NICOBAR ISLANDS,Andaman & Nicobar Islands,0
ANDAMAN & NICOBAR ISLANDS,Afganistan,0
ANDAMAN & NICOBAR ISLANDS,Bangladesh,2806
ANDAMAN & NICOBAR ISLANDS,Bhutan,2
ANDAMAN & NICOBAR ISLANDS,China,0
ANDAMAN & NICOBAR ISLANDS,Indonesia,0
ANDAMAN & NICOBAR ISLANDS,Iran,0
ANDAMAN & NICOBAR ISLANDS,Iraq,0
ANDAMAN & NICOBAR ISLANDS,Japan,0
ANDAMAN & NICOBAR ISLANDS,Kuwait,0
ANDAMAN & NICOBAR ISLANDS,Malaysia,5
ANDAMAN & NICOBAR ISLANDS,Maldives,0
ANDAMAN & NICOBAR ISLANDS,Mayanmar,147
ANDAMAN & NICOBAR ISLANDS,Nepal,324
ANDAMAN & NICOBAR ISLANDS,Pakistan,65
ANDAMAN & NICOBAR ISLANDS,Saudi Arabia,2
ANDAMAN & NICOBAR ISLANDS,Singapore,8
ANDAMAN & NICOBAR ISLANDS,Sri Lanka,127
ANDAMAN & NICOBAR ISLANDS,Turkey,0
ANDAMAN & NICOBAR ISLANDS,United Arab Emirates,2
ANDAMAN & NICOBAR ISLANDS,Kazakstan,0
ANDAMAN & NICOBAR ISLANDS,Vietnam,0
ANDAMAN & NICOBAR ISLANDS,Countries in Europe,34
ANDAMAN & NICOBAR ISLANDS,France,0
ANDAMAN & NICOBAR ISLANDS,Germany,0
ANDAMAN & NICOBAR ISLANDS,Portugal,0
ANDAMAN & NICOBAR ISLANDS,UK,5
ANDAMAN & NICOBAR ISLANDS,Kenya,0
ANDAMAN & NICOBAR ISLANDS,Mauritius,0
ANDAMAN & NICOBAR ISLANDS,Nigeria,0
ANDAMAN & NICOBAR ISLANDS,Uganda,0
ANDAMAN & NICOBAR ISLANDS,Zambia,0
ANDAMAN & NICOBAR ISLANDS,Canada,0
ANDAMAN & NICOBAR ISLANDS,U.S.A.,2
ANDAMAN & NICOBAR ISLANDS,Australia,0
ANDAMAN & NICOBAR ISLANDS,Fiji,0
